Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
53495294,Holdout,Jeffrey Kluger,"Kluger, Jeffrey",,"=""0593184696""","=""9780593184691""",0,3.60,Dutton,Hardcover,352,2021,2021,,2021/08/03,to-read,to-read (#686),to-read,,,,0,0
55411740,Forget the Alamo: The True Story of the Myth That Made Texas,Bryan Burrough,"Burrough, Bryan","Chris Tomlinson, Jason Stanford","=""1984880098""","=""9781984880093""",0,4.26,Penguin Press,Hardcover,432,2021,2021,,2021/08/02,to-read,to-read (#685),to-read,,,,0,0
58121729,"The Kaepernick Effect: Taking a Knee, Changing the World",Dave Zirin,"Zirin, Dave",,"=""1620976757""","=""9781620976753""",0,3.76,The New Press,Hardcover,219,2021,2021,,2021/07/31,to-read,to-read (#684),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.24,Crown Publishers,Hardcover,374,2011,2011,2021/07/29,2021/06/05,"audiobook, library, fiction","audiobook (#175), library (#158), fiction (#12)",read,,,,1,0
54404602,The Sweetness of Water,Nathan  Harris,"Harris, Nathan",,"=""031646127X""","=""9780316461276""",0,4.18,"Little, Brown and Company",Hardcover,368,2021,2021,,2021/07/28,to-read,to-read (#683),to-read,,,,0,0
2368,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",David McCullough,"McCullough, David",,"=""0671447548""","=""9780671447540""",0,4.08,Simon  Schuster,Paperback,445,1982,1981,,2021/07/26,to-read,to-read (#682),to-read,,,,0,0
44678031,Yearbook,Seth Rogen,"Rogen, Seth",,"=""1984825402""","=""9781984825407""",0,4.18,Crown,Hardcover,260,2021,2021,2021/01/01,2021/07/25,"audiobook, audible, biography, management, nonfiction","audiobook (#174), audible (#32), biography (#25), management (#4), nonfiction (#64)",read,,,,1,0
1197423,Call the Midwife: A True Story of the East End in the 1950s,Jennifer Worth,"Worth, Jennifer",,"=""0297853147""","=""9780297853145""",0,4.18,Weidenfeld & Nicolson,Hardcover,340,2007,2002,2021/01/01,2021/07/25,"audiobook, library, nonfiction","audiobook (#173), library (#157), nonfiction (#63)",read,,,,1,0
36204113,Two Steps Forward,Graeme Simsion,"Simsion, Graeme",Anne Buist,"=""0062843117""","=""9780062843111""",0,3.73,William Morrow Paperbacks,Paperback,384,2018,2017,2021/01/01,2021/07/25,"audiobook, fiction, library","audiobook (#172), fiction (#11), library (#156)",read,,,,1,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.29,Knopf,Hardcover,256,2021,2021,2021/01/01,2021/04/28,"audiobook, biography, nonfiction","audiobook (#171), biography (#24), nonfiction (#62)",read,,,,1,0
45041571,Canyon Dreams: A Basketball Season on the Navajo Nation,Michael Powell,"Powell, Michael",,"=""0525534660""","=""9780525534662""",0,3.95,Blue Rider Press,Hardcover,263,2019,2019,2021/01/01,2020/01/08,"audiobook, overdrive, nonfiction, sports","audiobook (#170), overdrive (#118), nonfiction (#61), sports (#16)",read,,,,1,0
9636237,Ten Ways to Destroy the Imagination of Your Child,Anthony Esolen,"Esolen, Anthony",,"=""1935191888""","=""9781935191889""",0,4.21,Intercollegiate Studies Institute,Hardcover,256,2010,2010,,2021/07/09,to-read,to-read (#681),to-read,,,,0,0
55120657,Things We Lost to the Water,Eric     Nguyen,"Nguyen, Eric",,"=""0593317955""","=""9780593317952""",0,3.77,Knopf Publishing Group,Hardcover,304,2021,2021,,2021/07/09,to-read,to-read (#680),to-read,,,,0,0
46207666,"Food Fix: How to Save Our Health, Our Economy, Our Communities, and Our Planet-One Bite at a Time",Mark Hyman,"Hyman, Mark",,"=""031645317X""","=""9780316453172""",0,4.10,"Little, Brown Spark",Hardcover,400,2020,2020,,2021/07/03,to-read,to-read (#679),to-read,,,,0,0
31951505,The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century,Walter Scheidel,"Scheidel, Walter",Joel Richards,"=""0691165025""","=""9780691165028""",0,3.83,Princeton University Press,Hardcover,528,2017,2017,,2021/07/03,to-read,to-read (#678),to-read,,,,0,0
55873263,"The Cruelty Is the Point: The Past, Present, and Future of Trump's America",Adam Serwer,"Serwer, Adam",,"=""0593230809""","=""9780593230800""",0,4.26,One World/Random House/Penguin Random House LLC,Hardcover,358,2021,2021,,2021/07/03,to-read,to-read (#677),to-read,,,,0,0
51710349,The WEIRDest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,Joseph Henrich,"Henrich, Joseph",,"=""""","=""""",0,4.14,"Farrar, Straus and Giroux",Kindle Edition,704,2020,2020,,2021/07/03,to-read,to-read (#676),to-read,,,,0,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,"=""""","=""""",0,4.08,Will Larson,Kindle Edition,337,2021,,,2021/06/18,to-read,to-read (#675),to-read,,,,0,0
56752531,"The Three Mothers: How the Mothers of Martin Luther King, Jr., Malcolm X, and James Baldwin Shaped a Nation",Anna Malaika Tubbs,"Tubbs, Anna Malaika",,"=""""","=""""",0,4.09,Flatiron Books,Kindle Edition,267,2021,2021,,2021/06/18,to-read,to-read (#673),to-read,,,,0,0
55643287,How the Word Is Passed: A Reckoning with the History of Slavery Across America,Clint   Smith,"Smith, Clint",,"=""0316492930""","=""9780316492935""",0,4.73,"Little, Brown and Company",Hardcover,336,2021,2021,,2021/06/09,to-read,to-read (#672),to-read,,,,0,0
54304028,"Hunt, Gather, Parent: What Ancient Cultures Can Teach Us About the Lost Art of Raising Happy, Helpful Little Humans",Michaeleen Doucleff,"Doucleff, Michaeleen",,"=""1982149671""","=""9781982149673""",0,4.13,Avid Reader Press / Simon  Schuster,Hardcover,352,2021,2021,,2021/06/08,to-read,to-read (#671),to-read,,,,0,0
6476509,The Invention of the Jewish People,Yael Lotan,"Lotan, Yael",Shlomo Sand,"=""1844674223""","=""9781844674220""",0,4.09,Verso,Hardcover,332,2009,2008,,2021/06/06,to-read,to-read (#670),to-read,,,,0,0
43305488,Children of Ash and Elm: A History of the Vikings,Neil Price,"Price, Neil",,"=""""","=""""",0,4.21,Allen Lane,Hardcover,656,2020,2020,,2021/06/05,to-read,to-read (#669),to-read,,,,0,0
57394831,King Richard: Nixon and Watergate — An American Tragedy,Michael  Dobbs,"Dobbs, Michael",,"=""B08YFLJ55H""","=""""",0,4.27,Scribe,Kindle Edition,,2021,2021,,2021/05/30,to-read,to-read (#668),to-read,,,,0,0
55749283,After the Fall: Being American in the World We've Made,Ben  Rhodes,"Rhodes, Ben",,"=""""","=""""",0,4.23,,Kindle Edition,339,2021,2021,,2021/05/28,to-read,to-read (#667),to-read,,,,0,0
44525992,Jewish Emancipation: A History Across Five Centuries,David Sorkin,"Sorkin, David",,"=""0691164940""","=""9780691164946""",0,4.00,Princeton University Press,Hardcover,528,2019,,,2021/05/24,to-read,to-read (#666),to-read,,,,0,0
54815902,In This Place Together: A Palestinian's Journey to Collective Liberation,Penina Eilberg-Schwartz,"Eilberg-Schwartz, Penina",Sulaiman Khatib,"=""0807046825""","=""9780807046821""",0,4.40,Beacon Press,Hardcover,288,2021,,,2021/05/24,to-read,to-read (#665),to-read,,,,0,0
50825882,Navigate Your Stars,Jesmyn Ward,"Ward, Jesmyn",Gina Triplett,"=""1982131322""","=""9781982131326""",0,4.18,Scribner,Hardcover,64,2020,2020,,2021/05/24,to-read,to-read (#664),to-read,,,,0,0
54895726,Broken Horses,Brandi Carlile,"Carlile, Brandi",,"=""0593237242""","=""9780593237243""",5,4.41,Crown,Hardcover,336,2021,2021,2021/05/21,2021/04/01,"audiobook, library, biography, nonfiction","audiobook (#169), library (#155), biography (#23), nonfiction (#60)",read,Brandi Carlile tells her story and sings to you on the audiobook. Can't get much better!,,,1,0
53402901,We See It All: Liberty and Justice in an Age of Perpetual Surveillance,Jon Fasman,"Fasman, Jon",,"=""1541730674""","=""9781541730670""",5,3.78,PublicAffairs,Hardcover,288,2021,2021,2021/05/14,2021/04/16,"audiobook, library, nonfiction, technology","audiobook (#168), library (#154), nonfiction (#59), technology (#3)",read,,,,1,0
56430139,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else",Jordan Ellenberg,"Ellenberg, Jordan",,"=""""","=""""",0,3.74,Penguin Press,Kindle Edition,480,2021,2021,,2021/05/20,to-read,to-read (#663),to-read,,,,0,0
54860222,Parakeet,Marie-Helene Bertino,"Bertino, Marie-Helene",,"=""1250798515""","=""9781250798510""",0,3.64,Picador,Paperback,240,2021,2020,,2021/05/19,to-read,to-read (#662),to-read,,,,0,0
54785528,"The Vapors: A Southern Family, the New York Mob, and the Rise and Fall of Hot Springs, America's Forgotten Capital of Vice",David           Hill,"Hill, David",,"=""1250782740""","=""9781250782748""",0,3.78,Picador,Paperback,416,2021,2020,,2021/05/18,to-read,to-read (#661),to-read,,,,0,0
57001533,A Burning,Megha Majumdar,"Majumdar, Megha",,"=""0593081250""","=""9780593081259""",0,3.73,Vintage,Paperback,304,2021,2020,,2021/05/15,to-read,to-read (#660),to-read,,,,0,0
57263727,Lower Ed: The Troubling Rise of For-Profit Colleges in the New Economy,Tressie McMillan Cottom,"Cottom, Tressie McMillan",Lisa Reneé Pitts,"=""1665241675""","=""9781665241670""",0,4.27,Tantor Audio,Audio CD,,2021,2015,,2021/03/02,to-read,to-read (#620),to-read,,,,0,0
9542311,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"Roach, Mary",,"=""0393339912""","=""9780393339918""",0,3.95,W. W. Norton & Company,Paperback,334,2011,2010,,2021/05/08,to-read,to-read (#659),to-read,,,,0,0
6114607,"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,"Worth, Jennifer",,"=""0143116231""","=""9780143116233""",0,4.18,Penguin Group,Paperback,340,2009,2002,,2021/05/07,to-read,to-read (#658),to-read,,,,0,0
55671327,While Justice Sleeps (Avery Keene #1),Stacey Abrams,"Abrams, Stacey",,"=""0385546572""","=""9780385546577""",0,3.96,Doubleday,Hardcover,367,2021,2021,,2021/05/07,to-read,to-read (#657),to-read,,,,0,0
56883526,The Premonition: A Pandemic Story,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",0,4.36,W. W. Norton & Company,Kindle Edition,304,2021,2021,,2021/05/06,to-read,to-read (#656),to-read,,,,0,0
53138238,"The Three Mothers: How the Mothers of Martin Luther King, Jr., Malcolm X, and James Baldwin Shaped a Nation",Anna Malaika Tubbs,"Tubbs, Anna Malaika",,"=""125075612X""","=""9781250756121""",0,4.09,Flatiron Books,Hardcover,261,2021,2021,,2021/05/05,to-read,to-read (#655),to-read,,,,0,0
15784590,Bruce,Peter Ames Carlin,"Carlin, Peter Ames",,"=""""","=""""",0,3.93,Touchstone,ebook,512,2012,2012,,2021/05/01,to-read,to-read (#654),to-read,,,,0,0
52745048,Mission Economy: A Moonshot Guide to Changing Capitalism,Mariana Mazzucato,"Mazzucato, Mariana",,"=""0241435315""","=""9780241435311""",5,3.90,Allen Lane,Paperback,272,2021,2020,2021/04/30,2021/04/16,"audible, audiobook, nonfiction","audible (#31), audiobook (#167), nonfiction (#58)",read,,,,1,0
873993,The Trusted Advisor,David H. Maister,"Maister, David H.","Charles H. Green, Robert M. Galford","=""""","=""""",2,3.80,Free Press,Paperback,256,2001,,2021/04/24,2020/07/08,"audiobook, business, nonfiction, library","audiobook (#166), business (#4), nonfiction (#57), library (#153)",read,,,,1,0
27776577,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062477528""","=""9780062477521""",2,3.88,HarperAudio,Audiobook,6,2016,2016,2020/03/01,2020/03/01,"audiobook, library, overdrive, nonfiction, biography","audiobook (#109), library (#115), overdrive (#84), nonfiction (#11), biography (#4)",read,,,,1,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",0,4.25,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,,2021/04/29,to-read,to-read (#653),to-read,,,,0,0
55277918,Super Founders: What Data Reveals About Billion-Dollar Startups,Ali Tamaseb,"Tamaseb, Ali",,"=""1541768426""","=""9781541768420""",0,4.23,PublicAffairs,Hardcover,320,2021,,,2021/04/28,to-read,to-read (#652),to-read,,,,0,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",0,4.17,Portfolio,Hardcover,251,2019,2019,,2021/04/27,to-read,to-read (#651),to-read,,,,0,0
54814821,Leaving Isn't the Hardest Thing: Essays,Lauren  Hough,"Hough, Lauren",,"=""0593080769""","=""9780593080764""",0,3.29,Vintage,Paperback,320,2021,2021,,2021/04/18,to-read,to-read (#650),to-read,,,,0,0
281123,Softwar: An Intimate Portrait of Larry Ellison and Oracle,Matthew Symonds,"Symonds, Matthew",Larry Ellison,"=""0743225058""","=""9780743225052""",0,3.76,Simon  Schuster,Paperback,528,2004,2003,,2021/04/17,to-read,to-read (#649),to-read,,,,0,0
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.33,PublicAffairs,Kindle Edition,290,2014,2014,,2021/04/17,to-read,to-read (#648),to-read,,,,0,0
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,"=""1603580557""","=""9781603580557""",0,4.22,Chelsea Green Publishing,Paperback,218,2008,2008,,2021/04/17,to-read,to-read (#647),to-read,,,,0,0
52609383,A Year of Playing Catch: What a Simple Daily Experiment Taught Me about Life,Ethan D. Bryan,"Bryan, Ethan D.",,"=""0310360307""","=""9780310360308""",0,3.99,Zondervan,Paperback,240,2020,,,2021/04/16,to-read,to-read (#646),to-read,,,,0,0
54425525,"Sidelined: Sports, Culture, and Being a Woman in America",Julie Dicaro,"Dicaro, Julie",,"=""152474610X""","=""9781524746100""",5,4.11,Dutton,Hardcover,288,2021,2021,,2021/03/19,"audiobook, biography, library, nonfiction, sports","audiobook (#165), biography (#22), library (#152), nonfiction (#56), sports (#15)",read,,,,1,0
29502362,The Value of Everything: Making and Taking in the Global Economy,Mariana Mazzucato,"Mazzucato, Mariana",,"=""161039674X""","=""9781610396745""",0,4.09,PublicAffairs,Hardcover,384,2018,2018,,2021/04/16,to-read,to-read (#645),to-read,,,,0,0
51345904,So Many Ways to Lose: The Amazin' True Story of the New York Mets--The Best Worst Team in Sports,Devin Gordon,"Gordon, Devin",,"=""1094168904""","=""9781094168906""",0,4.36,HarperCollins,Audio CD,,2021,,,2020/12/30,to-read,to-read (#578),to-read,,,,0,0
54287791,Taking Charge of Change: How Rebuilders Solve Hard Problems,Paul Shoemaker,"Shoemaker, Paul",,"=""1400221692""","=""9781400221691""",0,3.47,HarperCollins Leadership,Hardcover,240,2021,,,2021/04/13,to-read,to-read (#644),to-read,,,,0,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",5,4.30,Simon & Schuster,Hardcover,536,2021,2021,2021/04/12,2021/02/25,"audible, audiobook, biography, nonfiction, science","audible (#30), audiobook (#164), biography (#21), nonfiction (#55), science (#5)",read,,,,1,0
25814472,The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness,Sy Montgomery,"Montgomery, Sy",,"=""1451697724""","=""9781451697728""",0,3.91,Atria Books,Paperback,262,2016,2015,,2021/04/12,to-read,to-read (#643),to-read,,,,0,0
48776126,On the House: A Washington Memoir,John Boehner,"Boehner, John",,"=""1250752302""","=""9781250752307""",0,3.90,Macmillan Audio,Audio CD,,2021,2021,,2021/04/11,to-read,to-read (#642),to-read,,,,0,0
53968574,Plunder: A Memoir of Family Property and Nazi Treasure,Menachem Kaiser,"Kaiser, Menachem",,"=""132850803X""","=""9781328508034""",0,3.69,Mariner Books,Hardcover,288,2021,2021,,2021/04/11,to-read,to-read (#641),to-read,,,,0,0
55172174,Paper Trails: The US Post and the Making of the American West,Cameron Blevins,"Blevins, Cameron",,"=""0190053674""","=""9780190053673""",0,3.89,Oxford University Press,Hardcover,248,2021,2021,,2021/04/08,to-read,to-read (#640),to-read,,,,0,0
17465709,Braiding Sweetgrass,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.56,Milkweed Editions,Hardcover,391,2013,2013,,2021/04/06,to-read,to-read (#639),to-read,,,,0,0
55244645,The Bonds of Inequality: Debt and the Making of the American City,Destin Jenkins,"Jenkins, Destin",,"=""022672154X""","=""9780226721545""",0,4.17,University of Chicago Press,Hardcover,320,2021,,,2021/04/03,to-read,to-read (#638),to-read,,,,0,0
42434360,The Sopranos Sessions,Matt Zoller Seitz,"Seitz, Matt Zoller","Alan Sepinwall, Laura Lippman, David Chase","=""""","=""""",0,4.39,Abrams Press,Kindle Edition,464,2019,2019,,2021/04/03,currently-reading,currently-reading (#13),currently-reading,,,,1,0
54564213,How to Make the World Add Up: Ten Rules for Thinking Differently About Numbers,Tim Harford,"Harford, Tim",,"=""1408712245""","=""9781408712245""",0,4.14,The Bridge Street Press,Hardcover,352,2020,2020,,2021/02/07,to-read,to-read (#608),to-read,,,,0,0
48982817,Short Circuiting Policy: Interest Groups and the Battle Over Clean Energy and Climate Policy in the American States,Leah Cardamore Stokes,"Stokes, Leah Cardamore",,"=""0190074264""","=""9780190074265""",0,4.07,"Oxford University Press, USA",Paperback,336,2020,2020,,2021/03/29,to-read,to-read (#637),to-read,,,,0,0
23472218,There Is No Next: NBA Legends on the Legacy of Michael Jordan,Sam  Smith,"Smith, Sam",,"=""1626815097""","=""9781626815094""",0,4.22,Diversion Books,ebook,246,2014,2014,,2021/03/28,to-read,to-read (#636),to-read,,,,0,0
54870216,How Lucky,Will Leitch,"Leitch, Will",,"=""0063073099""","=""9780063073098""",0,3.79,Harper,Hardcover,290,2021,2021,,2021/03/28,to-read,to-read (#635),to-read,,,,0,0
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill  Carr,"=""1250267595""","=""9781250267597""",0,4.24,St. Martin's Press,Hardcover,304,2021,2021,,2021/03/24,to-read,to-read (#634),to-read,,,,0,0
51122895,"The New Map: Energy, Climate, and the Clash of Nations",Daniel Yergin,"Yergin, Daniel",,"=""1594206430""","=""9781594206436""",0,4.21,Penguin Press,Hardcover,512,2020,2020,,2021/03/19,to-read,to-read (#633),to-read,,,,0,0
56809161,Hot Seat: What I Learned Leading a Great American Company,Jeff Immelt,"Immelt, Jeff",,"=""""","=""""",0,4.00,,Kindle Edition,,2021,2021,,2021/03/19,to-read,to-read (#632),to-read,,,,0,0
